,Company,Location,Industry,Laid_Off_Count,Date,Stage,Country,Percentage
2174,PeopleGrove,147,10,80.0,2020-04-03,Series A,56,0.18
2175,The Muse,125,22,80.0,2020-04-03,Series B,56,0.18
2176,The Wing,125,21,80.0,2020-04-03,Series C,56,0.5
2177,MindBody,152,8,700.0,2020-04-02,Post-IPO,56,0.35
2178,Katerra,147,1,240.0,2020-04-02,Series D,56,0.03
2179,Ritual,175,9,196.0,2020-04-02,Series C,7,0.54
2180,ClassPass,125,8,154.0,2020-04-02,Series E,56,0.22
2181,eGym,117,8,100.0,2020-04-02,Series D,17,0.25
2182,Voi,168,27,100.0,2020-04-02,Series B,50,0.18
2183,Industrious,125,21,90.0,2020-04-02,Series D,56,0.2
2184,1stdibs,125,23,70.0,2020-04-02,Series D,56,0.17
2185,ThirdLove,147,23,65.0,2020-04-02,Series B,56,0.3
2186,Latch,125,25,60.0,2020-04-02,Series B,56,0.18
2187,The Predictive Index,24,10,59.0,2020-04-02,Acquired,56,0.25
2188,Shuttl,122,27,40.0,2020-04-02,Series C,22,0.18
2189,Jobcase,24,22,39.0,2020-04-02,Private Equity,56,0.2
2190,Copper,147,17,35.0,2020-04-02,Series C,56,0.18
2191,Dynamic Signal,147,10,35.0,2020-04-02,Series E,56,0.19
2192,FiscalNote,183,18,30.0,2020-04-02,Series D,56,0.18
2193,Sauce Labs,147,13,30.0,2020-04-02,Unknown,56,0.15
2194,Humu,147,10,26.0,2020-04-02,Series B,56,0.18
2195,TripleLift,125,17,23.0,2020-04-02,Series B,56,0.07
2196,Coding Dojo,158,5,7.0,2020-04-02,Unknown,56,0.07
2197,Instamojo,17,7,6.0,2020-04-02,Unknown,22,0.06
2198,Synergysuite,149,9,5.0,2020-04-02,Series A,56,0.07
2199,Atlanta Tech Village,6,21,80.0,2020-04-02,Unknown,56,0.5
2200,Capillary,17,23,80.0,2020-04-02,Private Equity,22,0.18
2201,Modsy,147,23,80.0,2020-04-02,Series C,56,0.18
2202,The Modist,52,23,80.0,2020-04-02,Unknown,54,1.0
2203,Wonder,125,19,80.0,2020-04-02,Unknown,56,0.18
2204,Booksy,147,2,200.0,2020-04-01,Series B,56,0.18
2205,Flymya,188,28,200.0,2020-04-01,Unknown,33,0.33
2206,PatientPop,98,12,100.0,2020-04-01,Series B,56,0.2
2207,Showpad,39,17,52.0,2020-04-01,Series D,56,0.12
2208,Highsnobiety,18,18,51.0,2020-04-01,Series A,17,0.25
2209,Earnin,147,7,50.0,2020-04-01,Series C,56,0.2
2210,Wonolo,147,22,46.0,2020-04-01,Series C,56,0.13
2211,Acko,116,7,45.0,2020-04-01,Unknown,22,0.09
2212,Moovel,138,27,28.0,2020-04-01,Unknown,56,0.37
2213,Aqua Security,172,25,24.0,2020-04-01,Series C,25,0.09
2214,Crayon,24,17,20.0,2020-04-01,Series A,56,0.2
2215,Pana,49,28,18.0,2020-04-01,Series A,56,0.18
2216,Sensibill,175,7,17.0,2020-04-01,Series B,7,0.2
2217,Usermind,158,17,15.0,2020-04-01,Series C,56,0.25
2218,Incredible Health,147,12,9.0,2020-04-01,Series A,56,0.4
2219,Currency,98,7,80.0,2020-04-01,Unknown,56,0.18
2220,GOAT Group,98,23,80.0,2020-04-01,Series D,56,0.18
2221,Le Tote,147,23,80.0,2020-04-01,Series C,56,0.5
2222,Levelset,124,1,80.0,2020-04-01,Series C,56,0.18
2223,Pebblepost,125,17,80.0,2020-04-01,Series C,56,0.6
2224,WhyHotel,183,28,80.0,2020-04-01,Series B,56,0.5
2225,KeepTruckin,147,15,349.0,2020-03-31,Series D,56,0.18
2226,AdRoll,149,17,210.0,2020-03-31,Series C,56,0.3
2227,Rover,158,2,194.0,2020-03-31,Series G,56,0.41
2228,Turo,147,27,108.0,2020-03-31,Series E,56,0.3
2229,uShip,8,15,65.0,2020-03-31,Series D,56,0.37
2230,SkySlope,148,21,50.0,2020-03-31,Acquired,56,0.25
2231,Siteimprove,111,17,40.0,2020-03-31,Unknown,56,0.18
2232,AngelList,147,22,20.0,2020-03-31,Series B,56,0.18
2233,Zenoti,158,8,17.0,2020-03-31,Series C,56,0.04
2234,DialSource,148,17,5.0,2020-03-31,Series B,56,0.14
2235,Adara,147,28,80.0,2020-03-31,Series C,56,0.18
2236,Claravine,149,17,80.0,2020-03-31,Seed,56,0.18
2237,Domio,125,28,80.0,2020-03-31,Series B,56,0.3
2238,Kazoo,8,10,80.0,2020-03-31,Series A,56,0.35
2239,Snap Finance,149,7,80.0,2020-03-31,Unknown,56,0.18
2240,Zerto,24,13,80.0,2020-03-31,Series E,56,0.18
2241,Thumbtack,147,2,250.0,2020-03-30,Series F,56,0.3
2242,RigUp,8,6,120.0,2020-03-30,Series D,56,0.25
2243,FabHotels,122,28,80.0,2020-03-30,Series B,22,0.2
2244,Hibob,172,10,70.0,2020-03-30,Series A,25,0.3
2245,PeerStreet,98,7,51.0,2020-03-30,Series C,56,0.3
2246,Maven,158,18,31.0,2020-03-30,Post-IPO,56,0.09
2247,Blume Global,147,15,30.0,2020-03-30,Unknown,56,0.1
2248,Catalant,24,19,30.0,2020-03-30,Series E,56,0.18
2249,Starship Technologies,170,27,30.0,2020-03-30,Series A,14,0.18
2250,Loftsmart,125,21,25.0,2020-03-30,Series A,56,0.75
2251,Caliva,147,23,20.0,2020-03-30,Series A,56,0.18
2252,Iris Nova,125,9,9.0,2020-03-30,Seed,56,0.5
2253,Cuyana,147,23,80.0,2020-03-30,Series C,56,0.18
2254,ZipRecruiter,98,22,400.0,2020-03-29,Series B,56,0.39
2255,Amplero,158,17,17.0,2020-03-29,Series B,56,1.0
2256,Polarr,147,2,10.0,2020-03-29,Series A,56,0.18
2257,TravelTriangle,66,28,250.0,2020-03-28,Series D,22,0.5
2258,WeWork,125,21,250.0,2020-03-28,Series H,56,0.18
2259,Rent the Runway,125,23,80.0,2020-03-28,Series F,56,0.18
2260,OneWeb,97,0,451.0,2020-03-27,Unknown,55,0.85
2261,Bird,98,27,406.0,2020-03-27,Series D,56,0.3
2262,HOOQ,163,2,250.0,2020-03-27,Unknown,46,1.0
2263,Everlane,147,23,227.0,2020-03-27,Unknown,56,0.18
2264,DataRobot,24,4,200.0,2020-03-27,Series E,56,0.18
2265,Restaurant365,98,9,175.0,2020-03-27,Series C,56,0.18
2266,Blueground,125,21,130.0,2020-03-27,Series B,56,0.25
2267,Knotel,125,21,127.0,2020-03-27,Series C,56,0.3
2268,Getaround,147,27,100.0,2020-03-27,Series D,56,0.25
2269,Zipcar,24,27,100.0,2020-03-27,Acquired,56,0.2
2270,Mogo,178,7,78.0,2020-03-27,Post-IPO,7,0.3
2271,DISCO,8,14,75.0,2020-03-27,Series E,56,0.18
2272,Raken,151,1,60.0,2020-03-27,Series A,56,0.18
2273,Bench,178,7,47.0,2020-03-27,Series B,7,0.1
2274,Loft,156,21,47.0,2020-03-27,Series C,5,0.18
2275,Oh My Green,147,9,40.0,2020-03-27,Seed,56,0.18
2276,Bevi,24,9,30.0,2020-03-27,Series C,56,0.2
2277,Textio,158,22,30.0,2020-03-27,Unknown,56,0.2
2278,Opal,138,17,20.0,2020-03-27,Series B,56,0.18
2279,ThirdLove,125,23,10.0,2020-03-27,Series B,56,0.18
2280,Bcredi,45,7,80.0,2020-03-27,Series A,5,0.18
2281,Make School,147,5,80.0,2020-03-27,Unknown,56,0.18
2282,Pivot3,8,13,80.0,2020-03-27,Series H,56,0.18
2283,B8ta,147,23,250.0,2020-03-26,Series C,56,0.5
2284,Fareportal,66,28,200.0,2020-03-26,Unknown,22,0.18
2285,Puppet,138,13,50.0,2020-03-26,Series F,56,0.1
2286,Ecobee,175,6,47.0,2020-03-26,Series C,7,0.1
2287,Passport,37,27,44.0,2020-03-26,Series D,56,0.18
2288,Peerspace,147,21,41.0,2020-03-26,Series B,56,0.75
2289,GoSpotCheck,49,23,23.0,2020-03-26,Series B,56,0.2
2290,Consider.co,147,19,13.0,2020-03-26,Seed,56,1.0
2291,Nativo,98,17,80.0,2020-03-26,Series B,56,0.4
2292,TripActions,147,28,300.0,2020-03-25,Series D,56,0.25
2293,Lyric,147,21,100.0,2020-03-25,Series B,56,0.18
2294,Rangle,175,20,78.0,2020-03-25,Unknown,7,0.3
2295,O'Reilly Media,147,18,75.0,2020-03-25,Unknown,56,0.15
2296,WanderJaunt,147,28,56.0,2020-03-25,Series B,56,0.23
2297,OutboundEngine,8,17,52.0,2020-03-25,Series C,56,0.28
2298,Wonderschool,147,5,50.0,2020-03-25,Series A,56,0.75
2299,Overtime,125,18,30.0,2020-03-25,Series B,56,0.23
2300,Jama,138,20,12.0,2020-03-25,Unknown,56,0.05
2301,Element Analytics,147,4,10.0,2020-03-25,Series A,56,0.18
2302,Clever Real Estate,166,21,80.0,2020-03-25,Series A,56,0.18
2303,Clutter,98,2,80.0,2020-03-25,Series D,56,0.3
2304,Divvy Homes,147,21,80.0,2020-03-25,Series B,56,0.08
2305,Universal Standard,125,23,80.0,2020-03-25,Series A,56,0.18
2306,Sonder,147,28,400.0,2020-03-24,Series D,56,0.33
2307,Takl,120,2,130.0,2020-03-24,Unknown,56,0.18
2308,Foodsby,111,9,87.0,2020-03-24,Series B,56,0.67
2309,Zeus Living,147,21,80.0,2020-03-24,Series B,56,0.3
2310,TravelBank,147,28,20.0,2020-03-24,Series B,56,0.18
2311,Flowr,175,23,80.0,2020-03-24,Unknown,7,0.25
2312,Peerfit,171,10,80.0,2020-03-24,Unknown,56,0.4
2313,SpotHero,39,27,80.0,2020-03-24,Series D,56,0.18
2314,Compass,125,21,375.0,2020-03-23,Series G,56,0.15
2315,Convene,125,21,150.0,2020-03-23,Series D,56,0.18
2316,Leafly,158,23,91.0,2020-03-23,Acquired,56,0.5
2317,The Guild,8,28,38.0,2020-03-23,Series B,56,0.22
2318,Drip,149,17,20.0,2020-03-23,Acquired,56,0.18
2319,GrayMeta,98,4,20.0,2020-03-23,Unknown,56,0.4
2320,Triplebyte,147,22,15.0,2020-03-23,Series B,56,0.17
2321,Ladder Life,147,7,13.0,2020-03-23,Series C,56,0.25
2322,Cabin,147,28,80.0,2020-03-23,Seed,56,0.2
2323,Eight Sleep,125,23,80.0,2020-03-23,Series C,56,0.2
2324,Zwift,98,8,80.0,2020-03-23,Series B,56,0.18
2325,Flywheel Sports,125,8,784.0,2020-03-20,Acquired,56,0.98
2326,Peek,149,28,45.0,2020-03-20,Series B,56,0.18
2327,CTO.ai,178,13,30.0,2020-03-20,Seed,7,0.5
2328,Yonder,8,18,18.0,2020-03-20,Series A,56,0.18
2329,Service,98,28,80.0,2020-03-20,Seed,56,1.0
2330,Vacasa,138,28,80.0,2020-03-20,Series C,56,0.18
2331,Bounce,17,27,120.0,2020-03-19,Series D,22,0.18
2332,Ejento,147,22,84.0,2020-03-19,Unknown,56,1.0
2333,Remote Year,39,28,50.0,2020-03-19,Series B,56,0.5
2334,Lola,24,28,34.0,2020-03-19,Series C,56,0.18
2335,Anyvision,172,25,80.0,2020-03-19,Series A,25,0.18
2336,Popin,125,8,80.0,2020-03-19,Unknown,56,1.0
2337,Tuft & Needle,136,23,80.0,2020-03-19,Acquired,56,0.18
2338,Flytedesk,25,17,4.0,2020-03-18,Seed,56,0.2
2339,Inspirato,49,28,130.0,2020-03-16,Series C,56,0.22
2340,Help.com,8,26,16.0,2020-03-16,Seed,56,1.0
2341,Service,98,28,80.0,2020-03-16,Seed,56,1.0
2342,HopSkipDrive,98,27,8.0,2020-03-13,Unknown,56,0.1
2343,Panda Squad,147,2,6.0,2020-03-13,Seed,56,0.75
2344,Tamara Mellon,98,23,20.0,2020-03-12,Series C,56,0.4
2345,EasyPost,149,15,75.0,2020-03-11,Series A,56,0.18
